#,Date-Time (EST),"ACCurrent , amp","Temperature , °C","RH , %","Dew Point , °C"
4256,02/01/2025 10:05:00,0.354,8.811,38.23,-4.64
4257,02/01/2025 10:06:00,0.351,8.795,38.18,-4.67
4258,02/01/2025 10:07:00,0.354,8.781,38.04,-4.73
4259,02/01/2025 10:08:00,0.351,8.766,37.97,-4.77
4260,02/01/2025 10:09:00,0.354,8.752,37.81,-4.84
4261,02/01/2025 10:10:00,0.354,8.741,37.84,-4.84
4262,02/01/2025 10:11:00,0.354,8.722,37.83,-4.86
4263,02/01/2025 10:12:00,0.354,8.707,37.84,-4.87
4264,02/01/2025 10:13:00,0.354,8.69,38.0,-4.83
4265,02/01/2025 10:14:00,0.354,8.676,38.08,-4.81
4266,02/01/2025 10:15:00,0.354,8.66,37.92,-4.88
4267,02/01/2025 10:16:00,0.354,8.645,37.93,-4.89
4268,02/01/2025 10:17:00,0.354,8.631,37.89,-4.92
4269,02/01/2025 10:18:00,0.354,8.621,37.85,-4.94
4270,02/01/2025 10:19:00,0.354,8.6,37.72,-5.0
4271,02/01/2025 10:20:00,0.354,8.583,37.7,-5.03
4272,02/01/2025 10:21:00,0.354,8.567,37.63,-5.06
4273,02/01/2025 10:22:00,0.351,8.555,37.68,-5.06
4274,02/01/2025 10:23:00,0.354,8.553,37.67,-5.06
4275,02/01/2025 10:24:00,0.354,8.541,37.45,-5.15
4276,02/01/2025 10:25:00,0.354,8.534,37.46,-5.15
4277,02/01/2025 10:26:00,0.357,8.519,37.51,-5.15
4278,02/01/2025 10:27:00,0.354,8.517,37.53,-5.14
4279,02/01/2025 10:28:00,0.357,8.511,37.57,-5.14
4280,02/01/2025 10:29:00,0.357,8.508,37.54,-5.15
4281,02/01/2025 10:30:00,0.357,8.505,37.58,-5.14
4282,02/01/2025 10:31:00,0.357,8.486,37.41,-5.21
4283,02/01/2025 10:32:00,0.354,8.478,37.36,-5.24
4284,02/01/2025 10:33:00,0.354,8.472,37.29,-5.27
4285,02/01/2025 10:34:00,0.357,8.477,37.39,-5.23
4286,02/01/2025 10:35:00,0.357,8.461,37.31,-5.27
4287,02/01/2025 10:36:00,0.354,8.455,37.1,-5.35
4288,02/01/2025 10:37:00,0.357,8.446,37.02,-5.39
4289,02/01/2025 10:38:00,0.357,8.441,37.02,-5.39
4290,02/01/2025 10:39:00,0.357,8.438,37.06,-5.38
4291,02/01/2025 10:40:00,0.357,8.432,36.84,-5.47
4292,02/01/2025 10:41:00,0.36,8.427,36.84,-5.47
4293,02/01/2025 10:42:00,0.36,8.421,36.63,-5.55
4294,02/01/2025 10:43:00,0.36,8.419,36.58,-5.57
4295,02/01/2025 10:44:00,0.36,8.415,36.46,-5.62
4296,02/01/2025 10:45:00,0.36,8.405,36.32,-5.68
4297,02/01/2025 10:46:00,0.36,8.396,36.25,-5.71
4298,02/01/2025 10:47:00,0.36,8.382,36.08,-5.78
4299,02/01/2025 10:48:00,0.36,8.382,36.1,-5.78
4300,02/01/2025 10:49:00,0.357,8.384,36.03,-5.8
4301,02/01/2025 10:50:00,0.36,8.382,35.97,-5.82
4302,02/01/2025 10:51:00,0.363,8.374,35.87,-5.87
4303,02/01/2025 10:52:00,0.363,8.368,35.85,-5.88
4304,02/01/2025 10:53:00,0.363,8.36,35.96,-5.84
4305,02/01/2025 10:54:00,0.363,8.359,36.12,-5.79
4306,02/01/2025 10:55:00,0.363,8.359,36.04,-5.82
4307,02/01/2025 10:56:00,0.36,8.356,36.01,-5.83
4308,02/01/2025 10:57:00,0.36,8.351,36.06,-5.82
4309,02/01/2025 10:58:00,0.363,8.349,35.94,-5.86
4310,02/01/2025 10:59:00,0.363,8.348,35.99,-5.85
4311,02/01/2025 11:00:00,0.363,8.342,35.82,-5.91
4312,02/01/2025 11:01:00,0.36,8.346,35.81,-5.91
4313,02/01/2025 11:02:00,0.363,8.34,35.69,-5.96
4314,02/01/2025 11:03:00,0.36,8.332,35.49,-6.04
4315,02/01/2025 11:04:00,0.36,8.335,35.55,-6.02
4316,02/01/2025 11:05:00,0.36,8.332,35.53,-6.03
4317,02/01/2025 11:06:00,0.36,8.329,35.57,-6.02
4318,02/01/2025 11:07:00,0.36,8.324,35.52,-6.04
4319,02/01/2025 11:08:00,0.36,8.323,35.48,-6.05
4320,02/01/2025 11:09:00,0.36,8.315,35.4,-6.09
4321,02/01/2025 11:10:00,0.357,8.32,35.21,-6.16
4322,02/01/2025 11:11:00,0.36,8.32,35.24,-6.14
4323,02/01/2025 11:12:00,0.36,8.317,35.19,-6.17
4324,02/01/2025 11:13:00,0.357,8.314,35.28,-6.14
4325,02/01/2025 11:14:00,0.36,8.312,35.22,-6.16
4326,02/01/2025 11:15:00,0.36,8.301,35.08,-6.22
4327,02/01/2025 11:16:00,0.36,8.296,34.92,-6.28
4328,02/01/2025 11:17:00,0.36,8.292,34.73,-6.36
4329,02/01/2025 11:18:00,0.36,8.282,34.6,-6.42
4330,02/01/2025 11:19:00,0.363,8.275,34.35,-6.52
4331,02/01/2025 11:20:00,0.36,8.27,34.28,-6.55
4332,02/01/2025 11:21:00,0.36,8.261,34.48,-6.48
4333,02/01/2025 11:22:00,0.36,8.25,34.4,-6.52
4334,02/01/2025 11:23:00,0.36,8.245,34.43,-6.52
4335,02/01/2025 11:24:00,0.36,8.237,34.38,-6.54
4336,02/01/2025 11:25:00,0.363,8.234,34.43,-6.53
4337,02/01/2025 11:26:00,0.363,8.231,34.35,-6.56
4338,02/01/2025 11:27:00,0.36,8.214,34.4,-6.55
4339,02/01/2025 11:28:00,0.363,8.222,34.53,-6.5
4340,02/01/2025 11:29:00,0.363,8.223,34.47,-6.52
4341,02/01/2025 11:30:00,0.363,8.218,34.57,-6.49
4342,02/01/2025 11:31:00,0.363,8.215,34.37,-6.56
4343,02/01/2025 11:32:00,0.363,8.215,34.3,-6.59
4344,02/01/2025 11:33:00,0.36,8.215,34.31,-6.59
4345,02/01/2025 11:34:00,0.36,8.211,34.37,-6.57
4346,02/01/2025 11:35:00,0.363,8.208,34.22,-6.63
4347,02/01/2025 11:36:00,0.357,8.208,34.41,-6.56
4348,02/01/2025 11:37:00,0.363,8.211,34.5,-6.52
4349,02/01/2025 11:38:00,0.363,8.209,34.53,-6.51
4350,02/01/2025 11:39:00,0.36,8.206,34.64,-6.47
4351,02/01/2025 11:40:00,0.363,8.203,34.62,-6.48
4352,02/01/2025 11:41:00,0.363,8.201,34.29,-6.61
4353,02/01/2025 11:42:00,0.363,8.198,34.37,-6.58
4354,02/01/2025 11:43:00,0.36,8.194,34.19,-6.65
4355,02/01/2025 11:44:00,0.36,8.192,34.2,-6.65
4356,02/01/2025 11:45:00,0.363,8.192,34.1,-6.69
4357,02/01/2025 11:46:00,0.363,8.192,34.03,-6.71
4358,02/01/2025 11:47:00,0.366,8.194,33.96,-6.74
4359,02/01/2025 11:48:00,0.363,8.206,34.21,-6.63
4360,02/01/2025 11:49:00,0.363,8.211,34.46,-6.53
4361,02/01/2025 11:50:00,0.366,8.223,34.67,-6.45
4362,02/01/2025 11:51:00,0.366,8.245,35.19,-6.23
4363,02/01/2025 11:52:00,0.366,8.264,35.52,-6.09
4364,02/01/2025 11:53:00,0.366,8.281,35.3,-6.16
4365,02/01/2025 11:54:00,0.366,8.296,35.12,-6.21
4366,02/01/2025 11:55:00,0.366,8.323,35.51,-6.04
4367,02/01/2025 11:56:00,0.366,8.351,36.0,-5.84
4368,02/01/2025 11:57:00,0.363,8.379,36.34,-5.69
4369,02/01/2025 11:58:00,0.366,8.408,36.41,-5.64
4370,02/01/2025 11:59:00,0.366,8.44,36.54,-5.57
4371,02/01/2025 12:00:00,0.363,8.469,36.26,-5.64
4372,02/01/2025 12:01:00,0.369,8.503,36.35,-5.58
4373,02/01/2025 12:02:00,0.36,8.539,36.57,-5.47
4374,02/01/2025 12:03:00,0.36,8.578,36.65,-5.4
4375,02/01/2025 12:04:00,0.36,8.612,35.99,-5.61
4376,02/01/2025 12:05:00,0.36,8.648,35.7,-5.69
4377,02/01/2025 12:06:00,0.36,8.683,35.96,-5.56
4378,02/01/2025 12:07:00,0.36,8.722,36.07,-5.48
4379,02/01/2025 12:08:00,0.363,8.758,36.11,-5.44
4380,02/01/2025 12:09:00,0.363,8.803,35.98,-5.44
4381,02/01/2025 12:10:00,0.363,8.845,36.74,-5.13
4382,02/01/2025 12:11:00,0.36,8.888,36.23,-5.28
4383,02/01/2025 12:12:00,0.363,8.933,36.68,-5.08
4384,02/01/2025 12:13:00,0.366,8.978,36.83,-4.98
4385,02/01/2025 12:14:00,0.36,9.021,36.42,-5.09
4386,02/01/2025 12:15:00,0.363,9.065,36.08,-5.18
4387,02/01/2025 12:16:00,0.363,9.103,36.08,-5.14
4388,02/01/2025 12:17:00,0.363,9.153,35.75,-5.22
4389,02/01/2025 12:18:00,0.363,9.19,35.83,-5.16
4390,02/01/2025 12:19:00,0.36,9.228,35.68,-5.18
4391,02/01/2025 12:20:00,0.36,9.27,35.27,-5.29
4392,02/01/2025 12:21:00,0.363,9.307,35.18,-5.29
4393,02/01/2025 12:22:00,0.36,9.347,35.24,-5.23
4394,02/01/2025 12:23:00,0.36,9.387,35.18,-5.22
4395,02/01/2025 12:24:00,0.36,9.423,34.43,-5.47
4396,02/01/2025 12:25:00,0.357,9.46,34.88,-5.27
4397,02/01/2025 12:26:00,0.36,9.495,34.64,-5.33
4398,02/01/2025 12:27:00,0.36,9.529,34.63,-5.31
4399,02/01/2025 12:28:00,0.36,9.566,34.66,-5.26
4400,02/01/2025 12:29:00,0.357,9.597,34.28,-5.38
4401,02/01/2025 12:30:00,0.36,9.632,33.93,-5.48
4402,02/01/2025 12:31:00,0.357,9.665,33.67,-5.55
4403,02/01/2025 12:32:00,0.36,9.7,33.68,-5.52
4404,02/01/2025 12:33:00,0.36,9.731,33.76,-5.46
4405,02/01/2025 12:34:00,0.36,9.762,33.85,-5.4
4406,02/01/2025 12:35:00,0.357,9.791,33.28,-5.59
4407,02/01/2025 12:36:00,0.357,9.823,33.62,-5.43
4408,02/01/2025 12:37:00,0.363,9.852,33.4,-5.49
4409,02/01/2025 12:38:00,0.363,9.885,33.21,-5.54
4410,02/01/2025 12:39:00,0.363,9.915,33.41,-5.43
4411,02/01/2025 12:40:00,0.363,9.955,33.15,-5.5
4412,02/01/2025 12:41:00,0.36,9.986,32.99,-5.54
4413,02/01/2025 12:42:00,0.363,10.02,33.2,-5.43
4414,02/01/2025 12:43:00,0.363,10.053,33.24,-5.38
4415,02/01/2025 12:44:00,0.363,10.095,33.37,-5.29
4416,02/01/2025 12:45:00,0.363,10.13,33.24,-5.31
4417,02/01/2025 12:46:00,0.363,10.167,33.06,-5.35
4418,02/01/2025 12:47:00,0.36,10.207,33.24,-5.24
4419,02/01/2025 12:48:00,0.363,10.242,33.11,-5.26
4420,02/01/2025 12:49:00,0.363,10.282,33.18,-5.2
4421,02/01/2025 12:50:00,0.36,10.32,32.74,-5.35
4422,02/01/2025 12:51:00,0.363,10.355,31.99,-5.62
4423,02/01/2025 12:52:00,0.363,10.381,31.54,-5.78
4424,02/01/2025 12:53:00,0.363,10.409,31.34,-5.84
4425,02/01/2025 12:54:00,0.36,10.441,31.34,-5.81
4426,02/01/2025 12:55:00,0.363,10.469,31.38,-5.77
4427,02/01/2025 12:56:00,0.36,10.496,31.59,-5.66
4428,02/01/2025 12:57:00,0.363,10.525,31.29,-5.76
4429,02/01/2025 12:58:00,0.363,10.553,31.22,-5.77
4430,02/01/2025 12:59:00,0.36,10.577,31.35,-5.69
4431,02/01/2025 13:00:00,0.36,10.602,31.48,-5.61
4432,02/01/2025 13:01:00,0.36,10.631,31.62,-5.53
4433,02/01/2025 13:02:00,0.363,10.654,31.05,-5.75
4434,02/01/2025 13:03:00,0.36,10.676,30.78,-5.84
4435,02/01/2025 13:04:00,0.363,10.701,30.96,-5.74
4436,02/01/2025 13:05:00,0.363,10.724,31.0,-5.71
4437,02/01/2025 13:06:00,0.36,10.745,30.52,-5.89
4438,02/01/2025 13:07:00,0.363,10.771,31.19,-5.59
4439,02/01/2025 13:08:00,0.36,10.794,31.16,-5.58
4440,02/01/2025 13:09:00,0.363,10.817,31.23,-5.53
4441,02/01/2025 13:10:00,0.36,10.841,31.41,-5.43
4442,02/01/2025 13:11:00,0.36,10.864,31.22,-5.49
4443,02/01/2025 13:12:00,0.363,10.889,31.27,-5.45
4444,02/01/2025 13:13:00,0.363,10.911,30.7,-5.67
4445,02/01/2025 13:14:00,0.363,10.933,30.86,-5.58
4446,02/01/2025 13:15:00,0.363,10.956,30.49,-5.72
4447,02/01/2025 13:16:00,0.363,10.98,30.61,-5.65
4448,02/01/2025 13:17:00,0.36,11.0,30.24,-5.79
4449,02/01/2025 13:18:00,0.363,11.021,30.31,-5.74
4450,02/01/2025 13:19:00,0.366,11.046,30.12,-5.81
4451,02/01/2025 13:20:00,0.366,11.061,29.86,-5.9
4452,02/01/2025 13:21:00,0.363,11.087,29.98,-5.83
4453,02/01/2025 13:22:00,0.366,11.108,30.13,-5.74
4454,02/01/2025 13:23:00,0.363,11.128,30.19,-5.7
4455,02/01/2025 13:24:00,0.363,11.148,30.01,-5.76
4456,02/01/2025 13:25:00,0.366,11.167,30.18,-5.67
4457,02/01/2025 13:26:00,0.363,11.192,29.86,-5.79
4458,02/01/2025 13:27:00,0.363,11.213,30.17,-5.64
4459,02/01/2025 13:28:00,0.366,11.23,29.62,-5.86
4460,02/01/2025 13:29:00,0.363,11.248,29.39,-5.95
4461,02/01/2025 13:30:00,0.366,11.272,29.66,-5.81
4462,02/01/2025 13:31:00,0.363,11.292,29.7,-5.78
4463,02/01/2025 13:32:00,0.366,11.31,29.34,-5.92
4464,02/01/2025 13:33:00,0.363,11.33,29.44,-5.86
4465,02/01/2025 13:34:00,0.366,11.345,29.0,-6.04
4466,02/01/2025 13:35:00,0.366,11.364,28.89,-6.07
4467,02/01/2025 13:36:00,0.366,11.383,28.85,-6.07
4468,02/01/2025 13:37:00,0.366,11.4,28.68,-6.14
4469,02/01/2025 13:38:00,0.366,11.418,28.91,-6.02
4470,02/01/2025 13:39:00,0.366,11.437,28.81,-6.05
4471,02/01/2025 13:40:00,0.363,11.455,28.87,-6.01
4472,02/01/2025 13:41:00,0.363,11.469,28.17,-6.31
4473,02/01/2025 13:42:00,0.36,11.485,28.26,-6.26
4474,02/01/2025 13:43:00,0.363,11.503,28.29,-6.23
4475,02/01/2025 13:44:00,0.363,11.513,28.01,-6.35
4476,02/01/2025 13:45:00,0.363,11.535,28.42,-6.14
4477,02/01/2025 13:46:00,0.366,11.554,28.11,-6.27
4478,02/01/2025 13:47:00,0.363,11.569,28.07,-6.27
4479,02/01/2025 13:48:00,0.363,11.587,28.17,-6.21
4480,02/01/2025 13:49:00,0.363,11.602,28.09,-6.23
4481,02/01/2025 13:50:00,0.363,11.619,27.93,-6.3
4482,02/01/2025 13:51:00,0.363,11.636,27.98,-6.25
4483,02/01/2025 13:52:00,0.363,11.649,27.67,-6.39
4484,02/01/2025 13:53:00,0.36,11.664,27.46,-6.48
4485,02/01/2025 13:54:00,0.363,11.681,27.67,-6.36
4486,02/01/2025 13:55:00,0.363,11.695,27.59,-6.39
4487,02/01/2025 13:56:00,0.363,11.704,26.67,-6.82
4488,02/01/2025 13:57:00,0.366,11.711,26.27,-7.01
4489,02/01/2025 13:58:00,0.363,11.73,26.63,-6.82
4490,02/01/2025 13:59:00,0.366,11.742,27.04,-6.61
4491,02/01/2025 14:00:00,0.366,11.754,27.14,-6.55
4492,02/01/2025 14:01:00,0.366,11.758,26.64,-6.79
4493,02/01/2025 14:02:00,0.366,11.771,26.47,-6.86
4494,02/01/2025 14:03:00,0.363,11.781,26.62,-6.78
4495,02/01/2025 14:04:00,0.366,11.79,26.36,-6.9
4496,02/01/2025 14:05:00,0.366,11.802,26.56,-6.79
4497,02/01/2025 14:06:00,0.363,11.81,26.19,-6.96
4498,02/01/2025 14:07:00,0.366,11.819,26.36,-6.87
4499,02/01/2025 14:08:00,0.366,11.833,26.59,-6.75
4500,02/01/2025 14:09:00,0.366,11.845,27.05,-6.52
4501,02/01/2025 14:10:00,0.366,11.857,26.93,-6.56
4502,02/01/2025 14:11:00,0.369,11.868,26.98,-6.53
4503,02/01/2025 14:12:00,0.366,11.875,26.35,-6.83
4504,02/01/2025 14:13:00,0.366,11.881,26.1,-6.95
4505,02/01/2025 14:14:00,0.366,11.892,26.23,-6.88
4506,02/01/2025 14:15:00,0.363,11.901,26.3,-6.83
4507,02/01/2025 14:16:00,0.363,11.907,25.96,-7.0
4508,02/01/2025 14:17:00,0.363,11.915,26.17,-6.89
4509,02/01/2025 14:18:00,0.363,11.921,25.86,-7.04
4510,02/01/2025 14:19:00,0.363,11.93,26.28,-6.82
4511,02/01/2025 14:20:00,0.36,11.937,26.21,-6.85
4512,02/01/2025 14:21:00,0.36,11.942,26.16,-6.87
4513,02/01/2025 14:22:00,0.363,11.945,25.86,-7.02
4514,02/01/2025 14:23:00,0.363,11.952,25.9,-6.99
4515,02/01/2025 14:24:00,0.363,11.955,25.73,-7.07
4516,02/01/2025 14:25:00,0.36,11.962,25.65,-7.11
4517,02/01/2025 14:26:00,0.363,11.965,25.49,-7.18
4518,02/01/2025 14:27:00,0.363,11.972,25.93,-6.96
4519,02/01/2025 14:28:00,0.363,11.978,26.03,-6.9
4520,02/01/2025 14:29:00,0.363,11.98,25.78,-7.03
4521,02/01/2025 14:30:00,0.363,11.987,26.08,-6.87
4522,02/01/2025 14:31:00,0.363,11.99,25.63,-7.09
4523,02/01/2025 14:32:00,0.363,11.993,25.71,-7.05
4524,02/01/2025 14:33:00,0.36,11.998,25.48,-7.16
4525,02/01/2025 14:34:00,0.363,12.001,25.48,-7.16
4526,02/01/2025 14:35:00,0.363,12.005,25.34,-7.23
4527,02/01/2025 14:36:00,0.363,12.008,25.18,-7.31
4528,02/01/2025 14:37:00,0.363,12.008,25.11,-7.34
4529,02/01/2025 14:38:00,0.36,12.011,25.04,-7.38
4530,02/01/2025 14:39:00,0.363,12.019,25.3,-7.24
4531,02/01/2025 14:40:00,0.363,12.024,25.48,-7.14
4532,02/01/2025 14:41:00,0.36,12.028,25.44,-7.16
4533,02/01/2025 14:42:00,0.363,12.033,25.31,-7.22
4534,02/01/2025 14:43:00,0.363,12.034,24.86,-7.45
4535,02/01/2025 14:44:00,0.363,12.039,25.23,-7.26
4536,02/01/2025 14:45:00,0.363,12.042,25.0,-7.37
4537,02/01/2025 14:46:00,0.36,12.045,24.77,-7.49
4538,02/01/2025 14:47:00,0.36,12.052,25.16,-7.28
4539,02/01/2025 14:48:00,0.36,12.055,24.89,-7.42
4540,02/01/2025 14:49:00,0.36,12.057,24.72,-7.51
4541,02/01/2025 14:50:00,0.363,12.072,25.25,-7.21
4542,02/01/2025 14:51:00,0.36,12.081,25.24,-7.21
4543,02/01/2025 14:52:00,0.363,12.084,24.92,-7.38
4544,02/01/2025 14:53:00,0.363,12.092,24.85,-7.41
4545,02/01/2025 14:54:00,0.363,12.107,25.09,-7.27
4546,02/01/2025 14:55:00,0.363,12.117,25.1,-7.25
4547,02/01/2025 14:56:00,0.363,12.127,25.17,-7.21
4548,02/01/2025 14:57:00,0.36,12.136,24.98,-7.3
4549,02/01/2025 14:58:00,0.363,12.143,24.69,-7.45
4550,02/01/2025 14:59:00,0.363,12.151,24.46,-7.56
4551,02/01/2025 15:00:00,0.363,12.16,24.28,-7.65
4552,02/01/2025 15:01:00,0.363,12.17,24.6,-7.47
4553,02/01/2025 15:02:00,0.366,12.181,24.58,-7.47
4554,02/01/2025 15:03:00,0.363,12.186,24.15,-7.69
4555,02/01/2025 15:04:00,0.36,12.189,23.87,-7.84
4556,02/01/2025 15:05:00,0.363,12.199,24.17,-7.67
4557,02/01/2025 15:06:00,0.363,12.198,23.19,-8.21
4558,02/01/2025 15:07:00,0.36,12.21,23.66,-7.94
4559,02/01/2025 15:08:00,0.36,12.214,23.43,-8.06
4560,02/01/2025 15:09:00,0.357,12.222,23.63,-7.94
4561,02/01/2025 15:10:00,0.357,12.226,23.4,-8.07
4562,02/01/2025 15:11:00,0.36,12.228,23.23,-8.16
4563,02/01/2025 15:12:00,0.36,12.232,23.35,-8.09
4564,02/01/2025 15:13:00,0.36,12.235,23.37,-8.07
4565,02/01/2025 15:14:00,0.36,12.24,23.53,-7.98
4566,02/01/2025 15:15:00,0.36,12.238,23.19,-8.17
4567,02/01/2025 15:16:00,0.36,12.241,23.1,-8.22
4568,02/01/2025 15:17:00,0.357,12.241,23.08,-8.23
4569,02/01/2025 15:18:00,0.36,12.243,22.99,-8.28
4570,02/01/2025 15:19:00,0.357,12.24,22.82,-8.38
4571,02/01/2025 15:20:00,0.36,12.229,22.33,-8.66
4572,02/01/2025 15:21:00,0.36,12.232,22.53,-8.55
4573,02/01/2025 15:22:00,0.36,12.226,22.53,-8.55
4574,02/01/2025 15:23:00,0.357,12.22,21.95,-8.89
4575,02/01/2025 15:24:00,0.357,12.222,22.02,-8.85
4576,02/01/2025 15:25:00,0.366,12.22,22.42,-8.62
4577,02/01/2025 15:26:00,0.363,12.216,22.42,-8.62
4578,02/01/2025 15:27:00,0.363,12.211,22.42,-8.63
4579,02/01/2025 15:28:00,0.363,12.207,22.55,-8.56
4580,02/01/2025 15:29:00,0.363,12.199,22.1,-8.82
4581,02/01/2025 15:30:00,0.363,12.196,22.19,-8.77
4582,02/01/2025 15:31:00,0.36,12.199,22.65,-8.51
4583,02/01/2025 15:32:00,0.36,12.195,22.71,-8.48
4584,02/01/2025 15:33:00,0.363,12.196,22.89,-8.37
4585,02/01/2025 15:34:00,0.363,12.193,22.76,-8.45
4586,02/01/2025 15:35:00,0.36,12.186,22.44,-8.64
4587,02/01/2025 15:36:00,0.36,12.184,22.45,-8.63
4588,02/01/2025 15:37:00,0.36,12.181,22.44,-8.64
4589,02/01/2025 15:38:00,0.363,12.184,22.65,-8.52
4590,02/01/2025 15:39:00,0.36,12.179,22.65,-8.53
4591,02/01/2025 15:40:00,0.36,12.173,22.42,-8.66
4592,02/01/2025 15:41:00,0.36,12.17,22.27,-8.75
4593,02/01/2025 15:42:00,0.36,12.167,22.22,-8.78
4594,02/01/2025 15:43:00,0.36,12.167,22.38,-8.69
4595,02/01/2025 15:44:00,0.357,12.17,22.86,-8.41
4596,02/01/2025 15:45:00,0.36,12.167,22.69,-8.51
4597,02/01/2025 15:46:00,0.357,12.16,22.32,-8.73
4598,02/01/2025 15:47:00,0.36,12.158,22.38,-8.7
4599,02/01/2025 15:48:00,0.36,12.148,21.9,-8.98
4600,02/01/2025 15:49:00,0.36,12.152,22.36,-8.71
4601,02/01/2025 15:50:00,0.363,12.152,22.54,-8.61
4602,02/01/2025 15:51:00,0.363,12.149,22.42,-8.68
4603,02/01/2025 15:52:00,0.363,12.148,22.36,-8.72
4604,02/01/2025 15:53:00,0.366,12.139,22.11,-8.86
4605,02/01/2025 15:54:00,0.363,12.134,21.79,-9.05
4606,02/01/2025 15:55:00,0.357,12.13,21.67,-9.13
4607,02/01/2025 15:56:00,0.363,12.128,21.8,-9.05
4608,02/01/2025 15:57:00,0.363,12.13,22.25,-8.79
4609,02/01/2025 15:58:00,0.366,12.133,22.57,-8.61
4610,02/01/2025 15:59:00,0.363,12.122,22.04,-8.92
4611,02/01/2025 16:00:00,0.363,12.117,21.78,-9.08
4612,02/01/2025 16:01:00,0.363,12.108,21.65,-9.16
4613,02/01/2025 16:02:00,0.36,12.098,21.24,-9.41
4614,02/01/2025 16:03:00,0.36,12.093,21.48,-9.27
4615,02/01/2025 16:04:00,0.36,12.089,21.31,-9.37
4616,02/01/2025 16:05:00,0.357,12.081,21.5,-9.27
4617,02/01/2025 16:06:00,0.36,12.072,21.3,-9.4
4618,02/01/2025 16:07:00,0.357,12.071,21.58,-9.23
4619,02/01/2025 16:08:00,0.357,12.064,21.64,-9.2
4620,02/01/2025 16:09:00,0.357,12.051,21.41,-9.35
4621,02/01/2025 16:10:00,0.36,12.036,21.08,-9.56
4622,02/01/2025 16:11:00,0.357,12.034,21.27,-9.45
4623,02/01/2025 16:12:00,0.36,12.028,21.3,-9.44
4624,02/01/2025 16:13:00,0.357,12.021,21.39,-9.39
4625,02/01/2025 16:14:00,0.36,12.013,21.56,-9.29
4626,02/01/2025 16:15:00,0.36,12.004,21.56,-9.3
4627,02/01/2025 16:16:00,0.36,11.996,21.5,-9.34
4628,02/01/2025 16:17:00,0.36,11.99,21.36,-9.43
4629,02/01/2025 16:18:00,0.36,11.984,21.56,-9.32
4630,02/01/2025 16:19:00,0.357,11.974,21.39,-9.43
4631,02/01/2025 16:20:00,0.36,11.969,21.52,-9.35
4632,02/01/2025 16:21:00,0.36,11.965,21.75,-9.22
4633,02/01/2025 16:22:00,0.36,11.958,21.57,-9.33
4634,02/01/2025 16:23:00,0.363,11.951,21.69,-9.27
4635,02/01/2025 16:24:00,0.36,11.951,21.77,-9.22
4636,02/01/2025 16:25:00,0.36,11.951,21.89,-9.15
4637,02/01/2025 16:26:00,0.363,11.948,21.81,-9.2
4638,02/01/2025 16:27:00,0.366,11.946,21.92,-9.14
4639,02/01/2025 16:28:00,0.36,11.945,21.77,-9.23
4640,02/01/2025 16:29:00,0.363,11.942,21.91,-9.15
4641,02/01/2025 16:30:00,0.36,11.931,21.46,-9.42
4642,02/01/2025 16:31:00,0.363,11.931,21.66,-9.3
4643,02/01/2025 16:32:00,0.363,11.93,21.54,-9.37
4644,02/01/2025 16:33:00,0.363,11.928,21.57,-9.36
4645,02/01/2025 16:34:00,0.363,11.924,21.43,-9.44
4646,02/01/2025 16:35:00,0.363,11.921,21.53,-9.38
4647,02/01/2025 16:36:00,0.363,11.916,21.4,-9.47
4648,02/01/2025 16:37:00,0.36,11.913,21.49,-9.42
4649,02/01/2025 16:38:00,0.363,11.912,21.61,-9.35
4650,02/01/2025 16:39:00,0.363,11.908,21.63,-9.34
4651,02/01/2025 16:40:00,0.36,11.91,21.98,-9.13
4652,02/01/2025 16:41:00,0.363,11.896,21.38,-9.49
4653,02/01/2025 16:42:00,0.357,11.892,21.34,-9.53
4654,02/01/2025 16:43:00,0.36,11.884,21.17,-9.63
4655,02/01/2025 16:44:00,0.357,11.875,21.0,-9.74
4656,02/01/2025 16:45:00,0.36,11.872,21.12,-9.67
4657,02/01/2025 16:46:00,0.36,11.868,21.29,-9.57
4658,02/01/2025 16:47:00,0.36,11.858,21.08,-9.71
4659,02/01/2025 16:48:00,0.363,11.852,21.16,-9.66
4660,02/01/2025 16:49:00,0.36,11.846,21.27,-9.6
4661,02/01/2025 16:50:00,0.363,11.845,21.58,-9.42
4662,02/01/2025 16:51:00,0.363,11.836,21.4,-9.54
4663,02/01/2025 16:52:00,0.363,11.828,21.26,-9.63
4664,02/01/2025 16:53:00,0.36,11.824,21.29,-9.61
4665,02/01/2025 16:54:00,0.363,11.808,20.95,-9.83
4666,02/01/2025 16:55:00,0.363,11.804,21.1,-9.74
4667,02/01/2025 16:56:00,0.36,11.795,20.96,-9.83
4668,02/01/2025 16:57:00,0.363,11.78,20.73,-9.98
4669,02/01/2025 16:58:00,0.363,11.768,20.69,-10.02
4670,02/01/2025 16:59:00,0.363,11.76,20.81,-9.95
4671,02/01/2025 17:00:00,0.363,11.752,20.92,-9.89
4672,02/01/2025 17:01:00,0.363,11.74,20.88,-9.92
4673,02/01/2025 17:02:00,0.363,11.721,20.56,-10.14
4674,02/01/2025 17:03:00,0.363,11.698,20.43,-10.24
4675,02/01/2025 17:04:00,0.363,11.69,20.44,-10.24
4676,02/01/2025 17:05:00,0.363,11.686,20.7,-10.08
4677,02/01/2025 17:06:00,0.36,11.675,20.74,-10.06
