#,Date-Time (EST),"ACCurrent , amp","Temperature , °C","RH , %","Light , lux","Dew Point , °C"
1295,01/15/2025 09:04:45,96.831,32.825,9.52,0.0,-3.44
1296,01/15/2025 09:05:45,96.553,32.857,9.64,0.0,-3.25
1297,01/15/2025 09:06:45,99.919,32.891,9.43,0.0,-3.51
1298,01/15/2025 09:07:45,99.156,32.909,9.48,0.0,-3.43
1299,01/15/2025 09:08:45,100.658,32.933,9.54,0.0,-3.34
1300,01/15/2025 09:09:45,98.366,32.949,9.5,0.0,-3.37
1301,01/15/2025 09:10:45,97.316,32.966,9.55,0.0,-3.29
1302,01/15/2025 09:11:45,97.359,32.98,9.43,0.0,-3.46
1303,01/15/2025 09:12:45,101.097,32.985,9.32,0.0,-3.6
1304,01/15/2025 09:13:45,99.541,32.967,9.06,0.0,-4.0
1305,01/15/2025 09:14:45,99.904,32.953,9.19,0.0,-3.81
1306,01/15/2025 09:15:45,97.475,32.945,9.34,0.0,-3.61
1307,01/15/2025 09:16:45,96.712,32.936,9.43,0.0,-3.49
1308,01/15/2025 09:17:45,96.33,32.936,9.56,0.0,-3.31
1309,01/15/2025 09:18:45,101.405,32.93,9.36,0.0,-3.59
1310,01/15/2025 09:19:45,101.509,32.922,9.38,0.0,-3.57
1311,01/15/2025 09:20:45,98.875,32.917,9.56,0.0,-3.32
1312,01/15/2025 09:21:45,97.447,32.917,9.54,0.0,-3.34
1313,01/15/2025 09:22:45,96.91,32.907,9.43,0.0,-3.51
1314,01/15/2025 09:23:45,98.885,32.906,9.39,0.0,-3.56
1315,01/15/2025 09:24:45,101.949,32.907,9.27,0.0,-3.73
1316,01/15/2025 09:25:45,99.599,32.914,9.16,0.0,-3.89
1317,01/15/2025 09:26:45,97.432,32.919,9.12,0.0,-3.94
1318,01/15/2025 09:27:45,96.364,32.922,9.29,0.0,-3.69
1319,01/15/2025 09:28:45,96.193,32.933,9.23,0.0,-3.78
1320,01/15/2025 09:29:45,100.481,32.951,9.24,0.0,-3.74
1321,01/15/2025 09:30:45,101.851,32.94,9.29,0.0,-3.68
1322,01/15/2025 09:31:45,98.711,32.932,9.36,0.0,-3.59
1323,01/15/2025 09:32:45,97.603,32.938,9.39,0.0,-3.53
1324,01/15/2025 09:33:45,97.166,32.943,9.32,0.0,-3.63
1325,01/15/2025 09:34:45,97.862,32.945,9.34,0.0,-3.6
1326,01/15/2025 09:35:45,100.179,32.945,9.19,0.0,-3.82
1327,01/15/2025 09:36:45,101.537,32.945,9.03,0.0,-4.06
1328,01/15/2025 09:37:45,98.576,32.945,9.16,0.0,-3.86
1329,01/15/2025 09:38:45,96.779,32.935,9.14,0.0,-3.9
1330,01/15/2025 09:39:45,96.025,32.927,9.24,0.0,-3.76
1331,01/15/2025 09:40:45,99.089,32.92,9.31,0.0,-3.67
1332,01/15/2025 09:41:45,100.591,32.912,9.13,0.0,-3.94
1333,01/15/2025 09:42:45,100.404,32.907,9.31,0.0,-3.68
1334,01/15/2025 09:43:45,98.311,32.907,9.36,0.0,-3.61
1335,01/15/2025 09:44:45,97.856,32.904,9.49,0.0,-3.42
1336,01/15/2025 09:45:45,97.057,32.904,9.43,0.0,-3.51
1337,01/15/2025 09:46:45,102.37,32.898,9.34,0.0,-3.64
1338,01/15/2025 09:47:45,96.776,32.912,9.29,0.0,-3.7
1339,01/15/2025 09:48:45,99.721,32.912,9.29,0.0,-3.7
1340,01/15/2025 09:49:45,98.326,32.915,9.32,0.0,-3.65
1341,01/15/2025 09:50:45,97.926,32.914,9.44,0.0,-3.49
1342,01/15/2025 09:51:45,97.566,32.93,9.46,0.0,-3.45
1343,01/15/2025 09:52:45,103.108,32.941,9.28,0.0,-3.7
1344,01/15/2025 09:53:45,95.756,32.954,9.16,0.0,-3.86
1345,01/15/2025 09:54:45,100.13,32.956,9.33,0.0,-3.62
1346,01/15/2025 09:55:45,98.161,32.958,9.36,0.0,-3.57
1347,01/15/2025 09:56:45,97.774,32.961,9.31,0.0,-3.64
1348,01/15/2025 09:57:45,97.649,32.969,9.44,0.0,-3.44
1349,01/15/2025 09:58:45,103.185,32.975,9.28,0.0,-3.67
1350,01/15/2025 09:59:45,92.247,32.985,9.06,0.0,-3.98
1351,01/15/2025 10:00:45,100.014,32.985,9.1,0.0,-3.93
1352,01/15/2025 10:01:45,98.466,32.987,9.15,0.0,-3.85
1353,01/15/2025 10:02:45,97.606,32.988,9.41,0.0,-3.47
1354,01/15/2025 10:03:45,97.127,32.996,9.44,0.0,-3.42
1355,01/15/2025 10:04:45,102.501,33.001,9.23,0.0,-3.72
1356,01/15/2025 10:05:45,101.329,33.016,9.34,0.0,-3.55
1357,01/15/2025 10:06:45,99.687,33.024,9.48,0.0,-3.35
1358,01/15/2025 10:07:45,98.235,33.035,9.28,0.0,-3.63
1359,01/15/2025 10:08:45,97.71,33.05,9.36,0.0,-3.5
1360,01/15/2025 10:09:45,98.674,33.069,9.31,0.0,-3.55
1361,01/15/2025 10:10:45,100.255,33.086,9.03,0.0,-3.95
1362,01/15/2025 10:11:45,92.741,33.089,8.87,0.0,-4.19
1363,01/15/2025 10:12:45,100.426,33.082,8.92,0.0,-4.12
1364,01/15/2025 10:13:45,98.827,33.092,9.1,0.0,-3.85
1365,01/15/2025 10:14:45,97.813,33.097,9.15,0.0,-3.77
1366,01/15/2025 10:15:45,97.664,33.103,9.23,0.0,-3.64
1367,01/15/2025 10:16:45,103.127,33.105,9.15,0.0,-3.76
1368,01/15/2025 10:17:45,91.804,33.112,9.04,0.0,-3.92
1369,01/15/2025 10:18:45,102.232,33.108,9.07,0.0,-3.88
1370,01/15/2025 10:19:45,100.041,33.108,9.21,0.0,-3.66
1371,01/15/2025 10:20:45,98.442,33.118,9.33,0.0,-3.49
1372,01/15/2025 10:21:45,97.899,33.126,9.23,0.0,-3.62
1373,01/15/2025 10:22:45,100.566,33.142,9.22,0.0,-3.64
1374,01/15/2025 10:23:45,96.327,33.157,9.0,0.0,-3.94
1375,01/15/2025 10:24:45,101.958,33.159,8.97,0.0,-3.99
1376,01/15/2025 10:25:45,98.836,33.16,8.97,0.0,-3.98
1377,01/15/2025 10:26:45,97.203,33.172,9.17,0.0,-3.69
1378,01/15/2025 10:27:45,97.121,33.181,9.22,0.0,-3.61
1379,01/15/2025 10:28:45,99.065,33.191,9.12,0.0,-3.74
1380,01/15/2025 10:29:45,99.666,33.194,8.9,0.0,-4.06
1381,01/15/2025 10:30:45,101.485,33.183,9.2,0.0,-3.62
1382,01/15/2025 10:31:45,99.602,33.17,9.3,0.0,-3.5
1383,01/15/2025 10:32:45,98.299,33.155,9.3,0.0,-3.51
1384,01/15/2025 10:33:45,97.908,33.152,9.33,0.0,-3.46
1385,01/15/2025 10:34:45,101.384,33.154,9.12,0.0,-3.77
1386,01/15/2025 10:35:45,94.557,33.155,8.85,0.0,-4.16
1387,01/15/2025 10:36:45,102.364,33.147,8.72,0.0,-4.37
1388,01/15/2025 10:37:45,99.907,33.141,8.89,0.0,-4.12
1389,01/15/2025 10:38:45,98.329,33.136,8.83,0.0,-4.2
1390,01/15/2025 10:39:45,97.768,33.131,8.97,0.0,-4.01
1391,01/15/2025 10:40:45,97.685,33.129,8.95,0.0,-4.03
1392,01/15/2025 10:41:45,102.272,33.139,8.94,0.0,-4.05
1393,01/15/2025 10:42:45,93.382,33.146,8.79,0.0,-4.26
1394,01/15/2025 10:43:45,100.792,33.138,9.17,0.0,-3.71
1395,01/15/2025 10:44:45,98.762,33.133,9.04,0.0,-3.91
1396,01/15/2025 10:45:45,97.636,33.134,9.23,0.0,-3.61
1397,01/15/2025 10:46:45,97.484,33.134,9.15,0.0,-3.74
1398,01/15/2025 10:47:45,102.193,33.138,9.0,0.0,-3.95
1399,01/15/2025 10:48:45,99.059,33.134,8.83,0.0,-4.2
1400,01/15/2025 10:49:45,99.541,33.118,8.87,0.0,-4.17
1401,01/15/2025 10:50:45,98.061,33.12,9.07,0.0,-3.87
1402,01/15/2025 10:51:45,97.127,33.128,8.95,0.0,-4.04
1403,01/15/2025 10:52:45,96.669,33.133,9.1,0.0,-3.81
1404,01/15/2025 10:53:45,102.599,33.133,8.97,0.0,-4.0
1405,01/15/2025 10:54:45,100.133,33.136,8.87,0.0,-4.15
1406,01/15/2025 10:55:45,99.648,33.131,8.97,0.0,-4.01
1407,01/15/2025 10:56:45,97.951,33.134,9.15,0.0,-3.74
1408,01/15/2025 10:57:45,97.469,33.146,9.15,0.0,-3.73
1409,01/15/2025 10:58:45,97.374,33.164,9.1,0.0,-3.79
1410,01/15/2025 10:59:45,102.446,33.167,8.83,0.0,-4.18
1411,01/15/2025 11:00:45,96.956,33.168,8.82,0.0,-4.2
1412,01/15/2025 11:01:45,99.84,33.162,8.74,0.0,-4.33
1413,01/15/2025 11:02:45,97.359,33.162,8.89,0.0,-4.11
1414,01/15/2025 11:03:45,97.148,33.167,8.97,0.0,-3.98
1415,01/15/2025 11:04:45,96.73,33.175,9.08,0.0,-3.8
1416,01/15/2025 11:05:45,101.39,33.18,8.87,0.0,-4.12
1417,01/15/2025 11:06:45,98.326,33.178,8.76,0.0,-4.29
1418,01/15/2025 11:07:45,99.593,33.181,9.04,0.0,-3.87
1419,01/15/2025 11:08:45,98.058,33.193,9.07,0.0,-3.81
1420,01/15/2025 11:09:45,97.301,33.209,9.07,0.0,-3.8
1421,01/15/2025 11:10:45,97.081,33.225,9.0,0.0,-3.88
1422,01/15/2025 11:11:45,103.166,33.24,8.85,0.0,-4.1
1423,01/15/2025 11:12:45,101.75,33.253,8.64,0.0,-4.41
1424,01/15/2025 11:13:45,98.912,33.255,8.66,0.0,-4.39
1425,01/15/2025 11:14:45,97.02,33.261,8.79,0.0,-4.18
1426,01/15/2025 11:15:45,96.135,33.261,8.76,0.0,-4.23
1427,01/15/2025 11:16:45,96.73,33.259,8.89,0.0,-4.03
1428,01/15/2025 11:17:45,102.495,33.263,8.66,0.0,-4.38
1429,01/15/2025 11:18:45,102.547,33.263,8.84,0.0,-4.1
1430,01/15/2025 11:19:45,99.425,33.258,8.92,0.0,-3.98
1431,01/15/2025 11:20:45,98.369,33.266,9.07,0.0,-3.76
1432,01/15/2025 11:21:45,97.249,33.281,8.99,0.0,-3.86
1433,01/15/2025 11:22:45,98.137,33.285,8.91,0.0,-3.99
1434,01/15/2025 11:23:45,103.127,33.285,8.78,0.0,-4.18
1435,01/15/2025 11:24:45,100.838,33.287,8.72,0.0,-4.26
1436,01/15/2025 11:25:45,97.887,33.297,8.78,0.0,-4.17
1437,01/15/2025 11:26:45,96.925,33.313,8.79,0.0,-4.13
1438,01/15/2025 11:27:45,95.741,33.347,8.99,0.0,-3.81
1439,01/15/2025 11:28:45,98.662,33.372,8.89,0.0,-3.94
1440,01/15/2025 11:29:45,103.426,33.38,8.79,0.0,-4.08
1441,01/15/2025 11:30:45,99.327,33.398,8.89,0.0,-3.92
1442,01/15/2025 11:31:45,97.783,33.427,9.06,0.0,-3.66
1443,01/15/2025 11:32:45,96.66,33.455,8.99,0.0,-3.73
1444,01/15/2025 11:33:45,96.12,33.479,8.89,0.0,-3.86
1445,01/15/2025 11:34:45,101.372,33.494,8.65,0.0,-4.22
1446,01/15/2025 11:35:45,102.275,33.509,8.55,0.0,-4.36
1447,01/15/2025 11:36:45,98.418,33.512,8.58,0.0,-4.31
1448,01/15/2025 11:37:45,96.919,33.53,8.83,0.0,-3.91
1449,01/15/2025 11:38:45,96.489,33.546,8.72,0.0,-4.08
1450,01/15/2025 11:39:45,97.322,33.562,8.67,0.0,-4.14
1451,01/15/2025 11:40:45,102.855,33.569,8.63,0.0,-4.19
1452,01/15/2025 11:41:45,100.761,33.572,8.75,0.0,-4.01
1453,01/15/2025 11:42:45,98.683,33.571,8.73,0.0,-4.04
1454,01/15/2025 11:43:45,97.52,33.585,8.93,0.0,-3.72
1455,01/15/2025 11:44:45,97.151,33.602,8.82,0.0,-3.88
1456,01/15/2025 11:45:45,100.264,33.611,8.75,0.0,-3.97
1457,01/15/2025 11:46:45,99.074,33.611,8.57,0.0,-4.25
1458,01/15/2025 11:47:45,99.089,33.613,8.62,0.0,-4.18
1459,01/15/2025 11:48:45,97.136,33.616,8.6,0.0,-4.2
1460,01/15/2025 11:49:45,96.3,33.624,8.83,0.0,-3.84
1461,01/15/2025 11:50:45,96.086,33.629,8.77,0.0,-3.94
1462,01/15/2025 11:51:45,101.857,33.621,8.64,0.0,-4.14
1463,01/15/2025 11:52:45,101.418,33.628,8.7,0.0,-4.04
1464,01/15/2025 11:53:45,98.839,33.639,8.75,0.0,-3.95
1465,01/15/2025 11:54:45,97.844,33.647,8.67,0.0,-4.08
1466,01/15/2025 11:55:45,97.258,33.66,8.77,0.0,-3.91
1467,01/15/2025 11:56:45,99.413,33.669,8.57,0.0,-4.21
1468,01/15/2025 11:57:45,99.901,33.68,8.49,0.0,-4.33
1469,01/15/2025 11:58:45,100.356,33.675,8.47,0.0,-4.36
1470,01/15/2025 11:59:45,97.896,33.685,8.56,0.0,-4.22
1471,01/15/2025 12:00:45,97.081,33.695,8.67,0.0,-4.04
1472,01/15/2025 12:01:45,96.626,33.711,8.69,0.0,-4.0
1473,01/15/2025 12:02:45,100.706,33.724,8.75,0.0,-3.89
1474,01/15/2025 12:03:45,98.289,33.742,8.72,0.0,-3.93
1475,01/15/2025 12:04:45,100.356,33.757,8.77,0.0,-3.84
1476,01/15/2025 12:05:45,98.735,33.771,8.9,0.0,-3.63
1477,01/15/2025 12:06:45,97.777,33.793,8.89,0.0,-3.64
1478,01/15/2025 12:07:45,97.276,33.809,8.84,0.0,-3.7
1479,01/15/2025 12:08:45,101.906,33.824,8.81,0.0,-3.73
1480,01/15/2025 12:09:45,83.671,33.848,8.58,0.0,-4.07
1481,01/15/2025 12:10:45,99.953,33.857,8.41,0.0,-4.32
1482,01/15/2025 12:11:45,97.658,33.863,8.46,0.0,-4.24
1483,01/15/2025 12:12:45,96.724,33.875,8.58,0.0,-4.05
1484,01/15/2025 12:13:45,96.4,33.884,8.66,0.0,-3.92
1485,01/15/2025 12:14:45,101.186,33.889,8.54,0.0,-4.09
1486,01/15/2025 12:15:45,87.645,33.902,8.43,0.0,-4.26
1487,01/15/2025 12:16:45,99.513,33.916,8.72,0.0,-3.79
1488,01/15/2025 12:17:45,98.082,33.925,8.68,0.0,-3.86
1489,01/15/2025 12:18:45,97.31,33.934,8.73,0.0,-3.77
1490,01/15/2025 12:19:45,96.953,33.942,8.76,0.0,-3.71
1491,01/15/2025 12:20:45,102.181,33.943,8.66,0.0,-3.87
1492,01/15/2025 12:21:45,95.1,33.943,8.5,0.0,-4.12
1493,01/15/2025 12:22:45,99.565,33.939,8.53,0.0,-4.07
1494,01/15/2025 12:23:45,97.688,33.948,8.45,0.0,-4.19
1495,01/15/2025 12:24:45,96.66,33.961,8.62,0.0,-3.92
1496,01/15/2025 12:25:45,96.477,33.975,8.68,0.0,-3.82
1497,01/15/2025 12:26:45,101.897,33.97,8.6,0.0,-3.94
1498,01/15/2025 12:27:45,101.677,33.965,8.69,0.0,-3.8
1499,01/15/2025 12:28:45,99.278,33.952,8.78,0.0,-3.68
1500,01/15/2025 12:29:45,97.777,33.94,8.62,0.0,-3.94
1501,01/15/2025 12:30:45,97.426,33.935,8.66,0.0,-3.87
1502,01/15/2025 12:31:45,98.891,33.932,8.69,0.0,-3.82
1503,01/15/2025 12:32:45,98.531,33.932,8.62,0.0,-3.95
1504,01/15/2025 12:33:45,101.155,33.92,8.51,0.0,-4.11
1505,01/15/2025 12:34:45,98.662,33.92,8.62,0.0,-3.95
1506,01/15/2025 12:35:45,97.353,33.919,8.86,0.0,-3.58
1507,01/15/2025 12:36:45,96.538,33.94,8.93,0.0,-3.47
1508,01/15/2025 12:37:45,98.827,33.957,8.98,0.0,-3.38
1509,01/15/2025 12:38:45,99.098,33.966,8.62,0.0,-3.92
1510,01/15/2025 12:39:45,101.689,33.96,8.6,0.0,-3.95
1511,01/15/2025 12:40:45,99.733,33.958,8.68,0.0,-3.83
1512,01/15/2025 12:41:45,98.878,33.961,8.7,0.0,-3.8
1513,01/15/2025 12:42:45,98.65,33.975,8.86,0.0,-3.54
1514,01/15/2025 12:43:45,100.352,33.978,8.71,0.0,-3.76
1515,01/15/2025 12:44:45,86.491,33.976,8.76,0.0,-3.69
1516,01/15/2025 12:45:45,97.011,33.973,8.38,0.0,-4.28
1517,01/15/2025 12:46:45,100.191,33.963,8.51,0.0,-4.08
1518,01/15/2025 12:47:45,98.997,33.971,8.68,0.0,-3.82
1519,01/15/2025 12:48:45,97.954,33.988,8.83,0.0,-3.58
1520,01/15/2025 12:49:45,97.169,34.009,8.66,0.0,-3.82
1521,01/15/2025 12:50:45,98.909,34.019,8.53,0.0,-4.01
1522,01/15/2025 12:51:45,90.407,34.009,8.45,0.0,-4.14
1523,01/15/2025 12:52:45,101.286,34.007,8.53,0.0,-4.02
1524,01/15/2025 12:53:45,99.901,34.002,8.62,0.0,-3.89
1525,01/15/2025 12:54:45,98.79,34.002,8.76,0.0,-3.67
1526,01/15/2025 12:55:45,98.116,34.001,8.68,0.0,-3.8
1527,01/15/2025 12:56:45,99.361,33.999,8.55,0.0,-4.0
1528,01/15/2025 12:57:45,89.403,33.998,8.45,0.0,-4.15
1529,01/15/2025 12:58:45,87.947,33.991,8.42,0.0,-4.21
1530,01/15/2025 12:59:45,100.694,33.978,8.38,0.0,-4.28
1531,01/15/2025 13:00:45,98.927,33.97,8.6,0.0,-3.94
1532,01/15/2025 13:01:45,97.969,33.979,8.7,0.0,-3.78
1533,01/15/2025 13:02:45,97.649,34.001,8.76,0.0,-3.67
1534,01/15/2025 13:03:45,101.43,34.011,8.68,0.0,-3.79
1535,01/15/2025 13:04:45,91.524,34.012,8.37,0.0,-4.27
1536,01/15/2025 13:05:45,96.852,34.009,8.42,0.0,-4.2
1537,01/15/2025 13:06:45,100.7,34.001,8.53,0.0,-4.02
1538,01/15/2025 13:07:45,99.428,34.001,8.63,0.0,-3.87
1539,01/15/2025 13:08:45,98.747,34.002,8.76,0.0,-3.67
1540,01/15/2025 13:09:45,98.396,34.009,8.63,0.0,-3.86
1541,01/15/2025 13:10:45,99.3,34.016,8.58,0.0,-3.93
1542,01/15/2025 13:11:45,93.782,34.014,8.37,0.0,-4.27
1543,01/15/2025 13:12:45,90.318,34.001,8.25,0.0,-4.47
1544,01/15/2025 13:13:45,100.175,33.986,8.34,0.0,-4.34
1545,01/15/2025 13:14:45,98.677,33.979,8.52,0.0,-4.07
1546,01/15/2025 13:15:45,97.954,33.993,8.53,0.0,-4.03
1547,01/15/2025 13:16:45,97.508,34.001,8.58,0.0,-3.94
1548,01/15/2025 13:17:45,99.434,34.007,8.47,0.0,-4.12
1549,01/15/2025 13:18:45,90.019,34.004,8.4,0.0,-4.23
1550,01/15/2025 13:19:45,99.257,33.999,8.44,0.0,-4.17
1551,01/15/2025 13:20:45,100.563,33.989,8.57,0.0,-3.98
1552,01/15/2025 13:21:45,99.358,33.991,8.83,0.0,-3.57
1553,01/15/2025 13:22:45,98.302,34.001,8.75,0.0,-3.69
1554,01/15/2025 13:23:45,98.21,34.016,8.73,0.0,-3.71
1555,01/15/2025 13:24:45,99.147,34.034,8.57,0.0,-3.95
1556,01/15/2025 13:25:45,90.642,34.039,8.44,0.0,-4.15
1557,01/15/2025 13:26:45,101.83,34.037,8.35,0.0,-4.28
1558,01/15/2025 13:27:45,99.214,34.032,8.3,0.0,-4.37
1559,01/15/2025 13:28:45,98.024,34.032,8.48,0.0,-4.08
1560,01/15/2025 13:29:45,97.523,34.032,8.6,0.0,-3.89
1561,01/15/2025 13:30:45,98.952,34.039,8.53,0.0,-3.99
1562,01/15/2025 13:31:45,87.807,34.037,8.45,0.0,-4.12
1563,01/15/2025 13:32:45,93.877,34.024,8.29,0.0,-4.4
1564,01/15/2025 13:33:45,101.82,34.011,8.47,0.0,-4.12
1565,01/15/2025 13:34:45,99.422,34.002,8.55,0.0,-3.99
1566,01/15/2025 13:35:45,98.747,33.999,8.68,0.0,-3.8
1567,01/15/2025 13:36:45,98.054,33.998,8.65,0.0,-3.85
1568,01/15/2025 13:37:45,101.134,33.989,8.45,0.0,-4.16
1569,01/15/2025 13:38:45,91.096,33.986,8.42,0.0,-4.21
1570,01/15/2025 13:39:45,93.196,33.976,8.4,0.0,-4.25
1571,01/15/2025 13:40:45,100.038,33.968,8.35,0.0,-4.33
1572,01/15/2025 13:41:45,98.088,33.965,8.47,0.0,-4.15
1573,01/15/2025 13:42:45,96.995,33.968,8.89,0.0,-3.49
1574,01/15/2025 13:43:45,96.513,33.983,8.83,0.0,-3.58
1575,01/15/2025 13:44:45,101.884,34.001,8.62,0.0,-3.89
1576,01/15/2025 13:45:45,89.616,34.019,8.5,0.0,-4.06
1577,01/15/2025 13:46:45,100.746,34.039,8.76,0.0,-3.64
1578,01/15/2025 13:47:45,99.013,34.052,8.6,0.0,-3.88
1579,01/15/2025 13:48:45,97.704,34.075,8.73,0.0,-3.66
1580,01/15/2025 13:49:45,97.111,34.088,8.62,0.0,-3.83
1581,01/15/2025 13:50:45,100.539,34.099,8.48,0.0,-4.03
1582,01/15/2025 13:51:45,90.48,34.114,8.37,0.0,-4.2
1583,01/15/2025 13:52:45,102.092,34.127,8.24,0.0,-4.39
1584,01/15/2025 13:53:45,99.321,34.129,8.29,0.0,-4.32
1585,01/15/2025 13:54:45,97.752,34.127,8.39,0.0,-4.16
1586,01/15/2025 13:55:45,97.096,34.122,8.34,0.0,-4.24
1587,01/15/2025 13:56:45,97.121,34.122,8.47,0.0,-4.03
1588,01/15/2025 13:57:45,102.641,34.129,8.45,0.0,-4.05
1589,01/15/2025 13:58:45,95.341,34.142,8.24,0.0,-4.38
1590,01/15/2025 13:59:45,100.914,34.14,8.6,0.0,-3.81
1591,01/15/2025 14:00:45,98.863,34.139,8.6,0.0,-3.81
1592,01/15/2025 14:01:45,98.277,34.137,8.64,0.0,-3.76
1593,01/15/2025 14:02:45,97.514,34.139,8.67,0.0,-3.71
1594,01/15/2025 14:03:45,100.81,34.14,8.65,0.0,-3.73
1595,01/15/2025 14:04:45,97.319,34.139,8.42,0.0,-4.09
1596,01/15/2025 14:05:45,100.963,34.131,8.24,0.0,-4.39
1597,01/15/2025 14:06:45,98.708,34.134,8.32,0.0,-4.26
1598,01/15/2025 14:07:45,97.475,34.135,8.47,0.0,-4.02
1599,01/15/2025 14:08:45,96.886,34.131,8.44,0.0,-4.08
1600,01/15/2025 14:09:45,99.3,34.131,8.59,0.0,-3.84
1601,01/15/2025 14:10:45,98.997,34.142,8.54,0.0,-3.91
1602,01/15/2025 14:11:45,102.947,34.15,8.39,0.0,-4.14
1603,01/15/2025 14:12:45,99.629,34.154,8.62,0.0,-3.77
1604,01/15/2025 14:13:45,98.259,34.167,8.69,0.0,-3.66
1605,01/15/2025 14:14:45,97.78,34.175,8.64,0.0,-3.73
1606,01/15/2025 14:15:45,98.024,34.188,8.75,0.0,-3.55
1607,01/15/2025 14:16:45,99.84,34.203,8.61,0.0,-3.76
1608,01/15/2025 14:17:45,95.946,34.209,8.31,0.0,-4.23
1609,01/15/2025 14:18:45,100.545,34.2,8.32,0.0,-4.21
1610,01/15/2025 14:19:45,98.589,34.201,8.52,0.0,-3.89
1611,01/15/2025 14:20:45,97.667,34.2,8.54,0.0,-3.87
1612,01/15/2025 14:21:45,97.371,34.2,8.54,0.0,-3.87
1613,01/15/2025 14:22:45,101.292,34.204,8.62,0.0,-3.73
1614,01/15/2025 14:23:45,95.317,34.201,8.42,0.0,-4.04
1615,01/15/2025 14:24:45,102.507,34.188,8.51,0.0,-3.93
1616,01/15/2025 14:25:45,99.699,34.178,8.57,0.0,-3.83
1617,01/15/2025 14:26:45,98.164,34.177,8.69,0.0,-3.66
1618,01/15/2025 14:27:45,97.511,34.186,8.72,0.0,-3.6
1619,01/15/2025 14:28:45,99.251,34.203,8.51,0.0,-3.92
1620,01/15/2025 14:29:45,99.315,34.216,8.39,0.0,-4.09
1621,01/15/2025 14:30:45,101.851,34.223,8.24,0.0,-4.32
1622,01/15/2025 14:31:45,98.735,34.223,8.21,0.0,-4.37
1623,01/15/2025 14:32:45,97.295,34.241,8.34,0.0,-4.15
1624,01/15/2025 14:33:45,96.513,34.252,8.39,0.0,-4.06
1625,01/15/2025 14:34:45,96.59,34.255,8.46,0.0,-3.95
1626,01/15/2025 14:35:45,102.641,34.262,8.49,0.0,-3.9
1627,01/15/2025 14:36:45,101.659,34.269,8.7,0.0,-3.56
1628,01/15/2025 14:37:45,99.458,34.265,8.46,0.0,-3.94
1629,01/15/2025 14:38:45,98.213,34.274,8.69,0.0,-3.58
1630,01/15/2025 14:39:45,97.63,34.279,8.69,0.0,-3.57
1631,01/15/2025 14:40:45,100.084,34.285,8.59,0.0,-3.72
1632,01/15/2025 14:41:45,99.495,34.29,8.39,0.0,-4.03
1633,01/15/2025 14:42:45,101.25,34.288,8.36,0.0,-4.08
1634,01/15/2025 14:43:45,98.882,34.285,8.31,0.0,-4.17
1635,01/15/2025 14:44:45,98.006,34.287,8.39,0.0,-4.03
1636,01/15/2025 14:45:45,97.182,34.282,8.29,0.0,-4.2
1637,01/15/2025 14:46:45,99.901,34.279,8.52,0.0,-3.83
1638,01/15/2025 14:47:45,100.34,34.28,8.39,0.0,-4.04
1639,01/15/2025 14:48:45,102.104,34.274,8.49,0.0,-3.89
1640,01/15/2025 14:49:45,99.522,34.269,8.56,0.0,-3.79
1641,01/15/2025 14:50:45,98.253,34.28,8.46,0.0,-3.93
1642,01/15/2025 14:51:45,97.584,34.283,8.51,0.0,-3.85
1643,01/15/2025 14:52:45,99.351,34.285,8.46,0.0,-3.93
1644,01/15/2025 14:53:45,100.392,34.302,8.41,0.0,-3.99
1645,01/15/2025 14:54:45,102.94,34.308,8.28,0.0,-4.2
1646,01/15/2025 14:55:45,99.144,34.308,8.35,0.0,-4.09
1647,01/15/2025 14:56:45,97.578,34.32,8.43,0.0,-3.95
1648,01/15/2025 14:57:45,96.968,34.339,8.66,0.0,-3.58
1649,01/15/2025 14:58:45,96.602,34.353,8.53,0.0,-3.77
1650,01/15/2025 14:59:45,102.992,34.351,8.45,0.0,-3.9
1651,01/15/2025 15:00:45,101.448,34.351,8.56,0.0,-3.72
1652,01/15/2025 15:01:45,99.245,34.353,8.51,0.0,-3.8
1653,01/15/2025 15:02:45,98.491,34.349,8.53,0.0,-3.78
1654,01/15/2025 15:03:45,98.103,34.346,8.61,0.0,-3.65
1655,01/15/2025 15:04:45,99.669,34.343,8.35,0.0,-4.07
1656,01/15/2025 15:05:45,99.01,34.346,8.29,0.0,-4.14
1657,01/15/2025 15:06:45,99.046,34.353,8.23,0.0,-4.24
1658,01/15/2025 15:07:45,99.623,34.348,8.26,0.0,-4.19
1659,01/15/2025 15:08:45,98.112,34.344,8.43,0.0,-3.93
1660,01/15/2025 15:09:45,97.096,34.354,8.49,0.0,-3.82
1661,01/15/2025 15:10:45,96.648,34.364,8.46,0.0,-3.86
1662,01/15/2025 15:11:45,102.736,34.358,8.46,0.0,-3.87
1663,01/15/2025 15:12:45,93.458,34.364,8.35,0.0,-4.05
1664,01/15/2025 15:13:45,100.764,34.366,8.59,0.0,-3.66
1665,01/15/2025 15:14:45,98.634,34.364,8.74,0.0,-3.43
1666,01/15/2025 15:15:45,97.792,34.367,8.54,0.0,-3.74
1667,01/15/2025 15:16:45,97.74,34.367,8.59,0.0,-3.66
1668,01/15/2025 15:17:45,101.842,34.371,8.51,0.0,-3.79
1669,01/15/2025 15:18:45,91.307,34.377,8.33,0.0,-4.07
1670,01/15/2025 15:19:45,100.23,34.382,8.4,0.0,-3.96
1671,01/15/2025 15:20:45,98.244,34.392,8.49,0.0,-3.8
