#,Date-Time (EST/EDT),"ACCurrent , amp","Temperature , °C","RH , %","Light , lux","Dew Point , °C"
2779,02/28/2025 10:50:26,164.038,32.151,11.92,0.0,-0.92
2780,02/28/2025 10:51:26,153.124,32.312,11.83,0.0,-0.89
2781,02/28/2025 10:52:26,153.317,32.371,11.74,0.0,-0.95
2782,02/28/2025 10:53:26,153.252,32.526,11.78,0.0,-0.79
2783,02/28/2025 10:54:26,152.401,32.603,11.63,0.0,-0.9
2784,02/28/2025 10:55:26,165.667,32.647,11.67,0.0,-0.82
2785,02/28/2025 10:56:26,165.75,32.694,11.6,0.0,-0.86
2786,02/28/2025 10:57:26,154.516,32.76,11.61,0.0,-0.81
2787,02/28/2025 10:58:26,153.28,32.977,11.56,0.0,-0.7
2788,02/28/2025 10:59:26,153.683,33.099,11.73,0.0,-0.41
2789,02/28/2025 11:00:26,153.491,33.129,11.62,0.0,-0.51
2790,02/28/2025 11:01:26,153.701,33.129,11.37,0.0,-0.81
2791,02/28/2025 11:02:26,153.024,33.232,11.36,0.0,-0.75
2792,02/28/2025 11:03:26,152.639,33.297,11.33,0.0,-0.73
2793,02/28/2025 11:04:26,152.328,33.383,11.25,0.0,-0.76
2794,02/28/2025 11:05:26,152.419,33.453,11.27,0.0,-0.69
2795,02/28/2025 11:06:26,153.179,33.528,11.17,0.0,-0.75
2796,02/28/2025 11:07:26,153.133,33.453,11.11,0.0,-0.88
2797,02/28/2025 11:08:26,152.3,33.587,11.14,0.0,-0.74
2798,02/28/2025 11:09:26,155.468,33.67,11.05,0.0,-0.79
2799,02/28/2025 11:10:26,156.979,33.714,11.11,0.0,-0.67
2800,02/28/2025 11:11:26,163.296,33.569,11.0,0.0,-0.93
2801,02/28/2025 11:12:26,164.55,33.621,11.12,0.0,-0.74
2802,02/28/2025 11:13:26,165.539,33.713,11.18,0.0,-0.59
2803,02/28/2025 11:14:26,146.789,33.942,11.12,0.0,-0.49
2804,02/28/2025 11:15:26,146.258,33.981,11.12,0.0,-0.46
2805,02/28/2025 11:16:26,146.029,34.027,10.88,0.0,-0.73
2806,02/28/2025 11:17:26,168.808,34.066,10.85,0.0,-0.74
2807,02/28/2025 11:18:26,179.181,33.942,10.8,0.0,-0.9
2808,02/28/2025 11:19:26,144.637,33.93,10.76,0.0,-0.95
2809,02/28/2025 11:20:26,143.713,34.027,10.73,0.0,-0.92
2810,02/28/2025 11:21:26,144.765,34.065,10.75,0.0,-0.86
2811,02/28/2025 11:22:26,144.564,34.165,10.62,0.0,-0.95
2812,02/28/2025 11:23:26,144.363,34.213,10.59,0.0,-0.96
2813,02/28/2025 11:24:26,143.96,34.27,10.59,0.0,-0.91
2814,02/28/2025 11:25:26,144.756,34.331,10.61,0.0,-0.84
2815,02/28/2025 11:26:26,144.033,34.339,10.61,0.0,-0.84
2816,02/28/2025 11:27:26,144.344,34.364,10.71,0.0,-0.69
2817,02/28/2025 11:28:26,144.729,34.447,10.79,0.0,-0.52
2818,02/28/2025 11:29:26,144.28,34.579,10.96,0.0,-0.21
2819,02/28/2025 11:30:26,149.627,34.608,10.73,0.0,-0.47
2820,02/28/2025 11:31:26,151.284,34.46,10.5,0.0,-0.88
2821,02/28/2025 11:32:26,151.485,34.498,10.53,0.0,-0.81
2822,02/28/2025 11:33:26,143.539,34.593,10.45,0.0,-0.85
2823,02/28/2025 11:34:26,145.031,34.595,10.4,0.0,-0.91
2824,02/28/2025 11:35:26,144.884,34.582,10.34,0.0,-1.0
2825,02/28/2025 11:36:26,74.937,34.356,10.32,0.0,-1.2
2826,02/28/2025 11:37:26,86.326,33.939,10.27,0.0,-1.58
2827,02/28/2025 11:38:26,87.37,33.775,10.33,0.0,-1.63
2828,02/28/2025 11:39:26,87.443,33.577,10.34,0.0,-1.76
2829,02/28/2025 11:40:26,87.919,33.336,10.35,0.0,-1.92
2830,02/28/2025 11:41:26,83.818,33.056,10.47,0.0,-1.99
2831,02/28/2025 11:42:26,83.735,32.736,10.48,0.0,-2.22
2832,02/28/2025 11:43:26,83.452,32.531,10.53,0.0,-2.3
2833,02/28/2025 11:44:26,83.314,32.291,10.58,0.0,-2.43
2834,02/28/2025 11:45:26,83.534,32.063,10.62,0.0,-2.54
2835,02/28/2025 11:46:26,83.964,31.8,10.85,0.0,-2.46
2836,02/28/2025 11:47:26,83.662,31.626,11.01,0.0,-2.4
2837,02/28/2025 11:48:26,83.891,31.487,11.15,0.0,-2.33
2838,02/28/2025 11:49:26,83.598,31.538,10.96,0.0,-2.52
2839,02/28/2025 11:50:26,83.891,31.444,11.01,0.0,-2.53
2840,02/28/2025 11:51:26,83.113,31.32,11.14,0.0,-2.47
2841,02/28/2025 11:52:26,84.358,31.177,11.13,0.0,-2.59
2842,02/28/2025 11:53:26,84.385,31.048,11.2,0.0,-2.61
2843,02/28/2025 11:54:26,80.787,30.916,11.28,0.0,-2.62
2844,02/28/2025 11:55:26,81.089,30.759,11.32,0.0,-2.69
2845,02/28/2025 11:56:26,81.364,30.657,11.42,0.0,-2.65
2846,02/28/2025 11:57:26,81.556,30.622,11.43,0.0,-2.66
2847,02/28/2025 11:58:26,81.364,30.507,11.51,0.0,-2.66
2848,02/28/2025 11:59:26,80.668,30.429,11.57,0.0,-2.65
2849,02/28/2025 12:00:26,81.062,30.401,11.65,0.0,-2.57
2850,02/28/2025 12:01:26,80.522,30.306,11.58,0.0,-2.73
2851,02/28/2025 12:02:26,80.687,30.207,11.59,0.0,-2.79
2852,02/28/2025 12:03:26,80.604,30.102,11.57,0.0,-2.89
2853,02/28/2025 12:04:26,80.137,30.058,11.55,0.0,-2.95
2854,02/28/2025 12:05:26,79.854,29.973,11.5,0.0,-3.08
2855,02/28/2025 12:06:26,80.119,29.878,11.51,0.0,-3.13
2856,02/28/2025 12:07:26,79.103,29.765,11.48,0.0,-3.26
2857,02/28/2025 12:08:26,79.13,29.668,11.53,0.0,-3.28
2858,02/28/2025 12:09:26,81.263,29.665,11.51,0.0,-3.31
2859,02/28/2025 12:10:26,81.73,29.632,11.52,0.0,-3.32
2860,02/28/2025 12:11:26,81.675,29.529,11.55,0.0,-3.36
2861,02/28/2025 12:12:26,81.007,29.552,11.86,0.0,-2.99
2862,02/28/2025 12:13:26,81.236,29.578,11.75,0.0,-3.1
2863,02/28/2025 12:14:26,80.797,29.637,11.56,0.0,-3.26
2864,02/28/2025 12:15:26,81.675,29.642,11.53,0.0,-3.3
2865,02/28/2025 12:16:26,82.106,29.579,11.61,0.0,-3.25
2866,02/28/2025 12:17:26,81.657,29.542,11.58,0.0,-3.32
2867,02/28/2025 12:18:26,81.593,29.499,11.68,0.0,-3.24
2868,02/28/2025 12:19:26,81.859,29.416,11.56,0.0,-3.44
2869,02/28/2025 12:20:26,81.685,29.312,11.54,0.0,-3.54
2870,02/28/2025 12:21:26,81.703,29.301,11.57,0.0,-3.51
2871,02/28/2025 12:22:26,81.895,29.232,11.64,0.0,-3.49
2872,02/28/2025 12:23:26,81.63,29.178,11.67,0.0,-3.5
2873,02/28/2025 12:24:26,81.648,29.148,11.65,0.0,-3.54
2874,02/28/2025 12:25:26,78.224,29.09,11.68,0.0,-3.55
2875,02/28/2025 12:26:26,77.565,28.916,11.72,0.0,-3.63
2876,02/28/2025 12:27:26,77.83,28.836,11.77,0.0,-3.64
2877,02/28/2025 12:28:26,77.675,28.85,11.77,0.0,-3.63
2878,02/28/2025 12:29:26,77.821,28.796,11.87,0.0,-3.56
2879,02/28/2025 12:30:26,77.61,28.721,11.97,0.0,-3.51
2880,02/28/2025 12:31:26,82.6,28.765,11.97,0.0,-3.48
2881,02/28/2025 12:32:26,83.149,28.832,12.03,0.0,-3.35
2882,02/28/2025 12:33:26,82.637,28.897,12.03,0.0,-3.3
2883,02/28/2025 12:34:26,81.062,28.931,12.06,0.0,-3.24
2884,02/28/2025 12:35:26,80.449,28.889,12.05,0.0,-3.29
2885,02/28/2025 12:36:26,80.449,28.857,12.11,0.0,-3.25
2886,02/28/2025 12:37:26,80.366,28.847,12.25,0.0,-3.11
2887,02/28/2025 12:38:26,83.598,28.916,12.43,0.0,-2.86
2888,02/28/2025 12:39:26,86.967,29.195,12.15,0.0,-2.95
2889,02/28/2025 12:40:26,87.095,29.298,12.03,0.0,-2.99
2890,02/28/2025 12:41:26,77.281,29.302,12.03,0.0,-2.99
2891,02/28/2025 12:42:26,77.354,29.223,12.09,0.0,-2.99
2892,02/28/2025 12:43:26,77.656,29.126,12.02,0.0,-3.14
2893,02/28/2025 12:44:26,77.015,29.111,12.02,0.0,-3.15
2894,02/28/2025 12:45:26,83.14,29.17,12.04,0.0,-3.09
2895,02/28/2025 12:46:26,82.774,29.204,11.99,0.0,-3.12
2896,02/28/2025 12:47:26,82.399,29.235,12.1,0.0,-2.97
2897,02/28/2025 12:48:26,82.197,29.265,12.0,0.0,-3.05
2898,02/28/2025 12:49:26,83.351,29.281,12.09,0.0,-2.94
2899,02/28/2025 12:50:26,80.101,29.29,12.07,0.0,-2.95
2900,02/28/2025 12:51:26,78.709,29.215,12.09,0.0,-3.0
2901,02/28/2025 12:52:26,78.425,29.151,12.07,0.0,-3.06
2902,02/28/2025 12:53:26,78.636,29.134,12.05,0.0,-3.1
2903,02/28/2025 12:54:26,78.975,29.065,12.1,0.0,-3.1
2904,02/28/2025 12:55:26,78.489,29.053,12.13,0.0,-3.07
2905,02/28/2025 12:56:26,78.929,29.026,12.08,0.0,-3.14
2906,02/28/2025 12:57:26,78.361,29.014,12.1,0.0,-3.14
2907,02/28/2025 12:58:26,83.479,29.073,12.08,0.0,-3.11
2908,02/28/2025 12:59:26,83.928,29.093,12.13,0.0,-3.04
2909,02/28/2025 13:00:26,75.752,28.98,12.07,0.0,-3.2
2910,02/28/2025 13:01:26,75.532,28.878,12.08,0.0,-3.26
2911,02/28/2025 13:02:26,79.643,28.949,12.23,0.0,-3.04
2912,02/28/2025 13:03:26,79.515,29.036,12.32,0.0,-2.88
2913,02/28/2025 13:04:26,79.387,29.162,12.16,0.0,-2.95
2914,02/28/2025 13:05:26,69.288,29.07,12.07,0.0,-3.13
2915,02/28/2025 13:06:26,69.902,28.864,12.13,0.0,-3.22
2916,02/28/2025 13:07:26,71.211,28.759,12.17,0.0,-3.26
2917,02/28/2025 13:08:26,69.856,28.653,12.15,0.0,-3.36
2918,02/28/2025 13:09:26,69.682,28.551,12.13,0.0,-3.46
2919,02/28/2025 13:10:26,69.49,28.465,12.13,0.0,-3.53
2920,02/28/2025 13:11:26,85.301,28.77,12.18,0.0,-3.24
2921,02/28/2025 13:12:26,75.029,28.684,12.26,0.0,-3.22
2922,02/28/2025 13:13:26,75.34,28.613,12.16,0.0,-3.38
2923,02/28/2025 13:14:26,74.974,28.568,12.17,0.0,-3.4
2924,02/28/2025 13:15:26,75.157,28.482,12.19,0.0,-3.45
2925,02/28/2025 13:16:26,77.528,28.569,12.21,0.0,-3.36
2926,02/28/2025 13:17:26,79.817,28.51,12.22,0.0,-3.39
2927,02/28/2025 13:18:26,79.927,28.616,12.22,0.0,-3.31
2928,02/28/2025 13:19:26,79.606,28.602,12.22,0.0,-3.32
2929,02/28/2025 13:20:26,80.0,28.641,12.3,0.0,-3.2
2930,02/28/2025 13:21:26,80.146,28.69,12.3,0.0,-3.16
2931,02/28/2025 13:22:26,76.503,28.621,12.25,0.0,-3.27
2932,02/28/2025 13:23:26,76.521,28.565,12.27,0.0,-3.3
2933,02/28/2025 13:24:26,76.182,28.524,12.3,0.0,-3.29
2934,02/28/2025 13:25:26,78.81,28.503,12.3,0.0,-3.31
2935,02/28/2025 13:26:26,78.206,28.467,12.24,0.0,-3.41
2936,02/28/2025 13:27:26,78.215,28.453,12.28,0.0,-3.37
2937,02/28/2025 13:28:26,79.268,28.408,12.31,0.0,-3.37
2938,02/28/2025 13:29:26,81.703,28.431,12.35,0.0,-3.32
2939,02/28/2025 13:30:26,81.254,28.526,12.31,0.0,-3.28
2940,02/28/2025 13:31:26,82.49,28.613,12.28,0.0,-3.25
2941,02/28/2025 13:32:26,81.913,28.695,12.27,0.0,-3.2
2942,02/28/2025 13:33:26,82.435,28.729,12.27,0.0,-3.17
2943,02/28/2025 13:34:26,78.407,28.667,12.27,0.0,-3.22
2944,02/28/2025 13:35:26,77.601,28.572,12.3,0.0,-3.26
2945,02/28/2025 13:36:26,78.151,28.54,12.31,0.0,-3.27
2946,02/28/2025 13:37:26,77.409,28.469,12.33,0.0,-3.3
2947,02/28/2025 13:38:26,77.656,28.419,12.33,0.0,-3.34
2948,02/28/2025 13:39:26,79.762,28.442,12.33,0.0,-3.33
2949,02/28/2025 13:40:26,80.073,28.487,12.45,0.0,-3.17
2950,02/28/2025 13:41:26,80.229,28.42,12.45,0.0,-3.22
2951,02/28/2025 13:42:26,80.568,28.376,12.36,0.0,-3.35
2952,02/28/2025 13:43:26,80.732,28.434,12.39,0.0,-3.26
2953,02/28/2025 13:44:26,77.62,28.396,12.41,0.0,-3.28
2954,02/28/2025 13:45:26,77.784,28.304,12.39,0.0,-3.37
2955,02/28/2025 13:46:26,76.887,28.27,12.39,0.0,-3.39
2956,02/28/2025 13:47:26,80.613,28.266,12.44,0.0,-3.34
2957,02/28/2025 13:48:26,80.531,28.318,12.43,0.0,-3.32
2958,02/28/2025 13:49:26,80.934,28.345,12.42,0.0,-3.3
2959,02/28/2025 13:50:26,81.3,28.372,12.42,0.0,-3.28
2960,02/28/2025 13:51:26,81.108,28.4,12.44,0.0,-3.24
2961,02/28/2025 13:52:26,81.382,28.372,12.39,0.0,-3.32
2962,02/28/2025 13:53:26,81.218,28.369,12.34,0.0,-3.37
2963,02/28/2025 13:54:26,80.961,28.4,12.42,0.0,-3.26
2964,02/28/2025 13:55:26,81.282,28.372,12.41,0.0,-3.3
2965,02/28/2025 13:56:26,80.925,28.385,12.63,0.0,-3.05
2966,02/28/2025 13:57:26,76.622,28.405,12.62,0.0,-3.05
2967,02/28/2025 13:58:26,76.933,28.425,12.85,0.0,-2.79
2968,02/28/2025 13:59:26,76.457,28.478,12.51,0.0,-3.11
2969,02/28/2025 14:00:26,76.841,28.422,12.51,0.0,-3.15
2970,02/28/2025 14:01:26,77.024,28.448,12.49,0.0,-3.15
2971,02/28/2025 14:02:26,79.313,28.407,12.46,0.0,-3.21
2972,02/28/2025 14:03:26,78.846,28.419,12.51,0.0,-3.15
2973,02/28/2025 14:04:26,79.396,28.417,12.49,0.0,-3.17
2974,02/28/2025 14:05:26,79.332,28.448,12.48,0.0,-3.17
2975,02/28/2025 14:06:26,79.359,28.442,12.48,0.0,-3.17
2976,02/28/2025 14:07:26,79.689,28.43,12.46,0.0,-3.2
2977,02/28/2025 14:08:26,79.561,28.459,12.41,0.0,-3.23
2978,02/28/2025 14:09:26,79.753,28.425,12.41,0.0,-3.25
2979,02/28/2025 14:10:26,71.733,28.389,12.39,0.0,-3.3
2980,02/28/2025 14:11:26,71.778,28.393,12.46,0.0,-3.23
2981,02/28/2025 14:12:26,79.469,28.377,12.44,0.0,-3.26
2982,02/28/2025 14:13:26,80.146,28.411,12.47,0.0,-3.2
2983,02/28/2025 14:14:26,79.817,28.397,12.46,0.0,-3.22
2984,02/28/2025 14:15:26,80.678,28.372,12.54,0.0,-3.16
2985,02/28/2025 14:16:26,80.165,28.351,12.46,0.0,-3.26
2986,02/28/2025 14:17:26,80.348,28.328,12.46,0.0,-3.28
2987,02/28/2025 14:18:26,80.33,28.377,12.47,0.0,-3.22
2988,02/28/2025 14:19:26,82.298,28.389,12.44,0.0,-3.25
2989,02/28/2025 14:20:26,82.325,28.355,12.47,0.0,-3.24
2990,02/28/2025 14:21:26,83.159,28.362,12.47,0.0,-3.23
2991,02/28/2025 14:22:26,83.067,28.324,12.47,0.0,-3.27
2992,02/28/2025 14:23:26,82.637,28.314,12.47,0.0,-3.27
2993,02/28/2025 14:24:26,82.683,28.32,12.62,0.0,-3.11
2994,02/28/2025 14:25:26,82.197,28.366,12.96,0.0,-2.72
2995,02/28/2025 14:26:26,82.28,28.472,12.91,0.0,-2.68
2996,02/28/2025 14:27:26,81.694,28.588,12.62,0.0,-2.9
2997,02/28/2025 14:28:26,81.767,28.577,12.49,0.0,-3.05
2998,02/28/2025 14:29:26,81.611,28.638,12.43,0.0,-3.07
2999,02/28/2025 14:30:26,81.538,28.594,12.41,0.0,-3.12
3000,02/28/2025 14:31:26,81.282,28.576,12.28,0.0,-3.27
3001,02/28/2025 14:32:26,81.3,28.569,12.2,0.0,-3.37
3002,02/28/2025 14:33:26,81.52,28.459,12.15,0.0,-3.51
3003,02/28/2025 14:34:26,81.08,28.419,12.08,0.0,-3.62
3004,02/28/2025 14:35:26,81.181,28.41,12.08,0.0,-3.63
3005,02/28/2025 14:36:26,81.41,28.312,12.16,0.0,-3.61
3006,02/28/2025 14:37:26,81.859,28.314,12.15,0.0,-3.63
3007,02/28/2025 14:38:26,81.831,28.233,12.1,0.0,-3.75
3008,02/28/2025 14:39:26,82.646,28.25,12.18,0.0,-3.64
3009,02/28/2025 14:40:26,82.225,28.162,12.21,0.0,-3.68
3010,02/28/2025 14:41:26,74.058,28.139,12.32,0.0,-3.57
3011,02/28/2025 14:42:26,73.829,28.156,12.36,0.0,-3.52
3012,02/28/2025 14:43:26,73.747,28.151,12.47,0.0,-3.4
3013,02/28/2025 14:44:26,73.646,28.122,12.48,0.0,-3.41
3014,02/28/2025 14:45:26,74.067,28.143,12.58,0.0,-3.29
3015,02/28/2025 14:46:26,74.113,28.112,12.61,0.0,-3.28
3016,02/28/2025 14:47:26,73.674,28.133,12.68,0.0,-3.2
3017,02/28/2025 14:48:26,74.022,28.17,12.71,0.0,-3.13
3018,02/28/2025 14:49:26,73.628,28.145,12.68,0.0,-3.18
3019,02/28/2025 14:50:26,73.82,28.153,12.72,0.0,-3.13
3020,02/28/2025 14:51:26,73.875,28.162,12.82,0.0,-3.02
3021,02/28/2025 14:52:26,73.61,28.179,12.93,0.0,-2.89
3022,02/28/2025 14:53:26,74.04,28.252,13.16,0.0,-2.6
3023,02/28/2025 14:54:26,73.848,28.358,13.13,0.0,-2.54
3024,02/28/2025 14:55:26,73.664,28.438,12.68,0.0,-2.95
3025,02/28/2025 14:56:26,74.333,28.5,12.72,0.0,-2.87
3026,02/28/2025 14:57:26,74.452,28.504,12.73,0.0,-2.85
3027,02/28/2025 14:58:26,82.765,28.492,12.75,0.0,-2.84
3028,02/28/2025 14:59:26,82.82,28.506,12.72,0.0,-2.86
3029,02/28/2025 15:00:26,82.866,28.475,12.67,0.0,-2.94
3030,02/28/2025 15:01:26,82.234,28.47,12.69,0.0,-2.92
3031,02/28/2025 15:02:26,82.133,28.506,12.69,0.0,-2.9
3032,02/28/2025 15:03:26,82.939,28.524,12.64,0.0,-2.93
3033,02/28/2025 15:04:26,82.454,28.552,12.7,0.0,-2.84
3034,02/28/2025 15:05:26,82.628,28.557,12.75,0.0,-2.79
3035,02/28/2025 15:06:26,82.884,28.557,12.72,0.0,-2.82
3036,02/28/2025 15:07:26,83.149,28.546,12.75,0.0,-2.8
3037,02/28/2025 15:08:26,82.994,28.549,12.69,0.0,-2.86
3038,02/28/2025 15:09:26,83.534,28.58,12.72,0.0,-2.8
3039,02/28/2025 15:10:26,83.04,28.583,12.67,0.0,-2.85
3040,02/28/2025 15:11:26,83.488,28.574,12.67,0.0,-2.86
3041,02/28/2025 15:12:26,83.314,28.597,12.67,0.0,-2.84
3042,02/28/2025 15:13:26,83.864,28.619,12.66,0.0,-2.84
3043,02/28/2025 15:14:26,84.697,28.593,12.72,0.0,-2.79
3044,02/28/2025 15:15:26,84.587,28.602,12.75,0.0,-2.75
3045,02/28/2025 15:16:26,84.669,28.614,12.75,0.0,-2.74
3046,02/28/2025 15:17:26,84.019,28.635,12.84,0.0,-2.64
3047,02/28/2025 15:18:26,83.827,28.698,12.85,0.0,-2.57
3048,02/28/2025 15:19:26,84.028,28.757,13.0,0.0,-2.37
3049,02/28/2025 15:20:26,83.909,28.849,13.46,0.0,-1.83
3050,02/28/2025 15:21:26,83.69,28.958,13.23,0.0,-1.98
3051,02/28/2025 15:22:26,83.223,29.064,12.88,0.0,-2.26
3052,02/28/2025 15:23:26,83.195,29.137,12.86,0.0,-2.22
3053,02/28/2025 15:24:26,83.424,29.151,12.81,0.0,-2.26
3054,02/28/2025 15:25:26,83.268,29.21,12.83,0.0,-2.19
3055,02/28/2025 15:26:26,83.085,29.232,12.82,0.0,-2.19
3056,02/28/2025 15:27:26,83.552,29.243,12.77,0.0,-2.24
3057,02/28/2025 15:28:26,83.589,29.242,12.77,0.0,-2.24
3058,02/28/2025 15:29:26,83.397,29.252,12.72,0.0,-2.28
3059,02/28/2025 15:30:26,83.333,29.29,12.75,0.0,-2.21
3060,02/28/2025 15:31:26,83.561,29.304,12.77,0.0,-2.18
3061,02/28/2025 15:32:26,84.422,29.354,12.77,0.0,-2.14
3062,02/28/2025 15:33:26,84.633,29.368,12.81,0.0,-2.1
3063,02/28/2025 15:34:26,84.697,29.355,13.0,0.0,-1.9
3064,02/28/2025 15:35:26,84.111,29.388,12.87,0.0,-2.01
3065,02/28/2025 15:36:26,83.69,29.354,12.87,0.0,-2.04
3066,02/28/2025 15:37:26,83.406,29.39,12.81,0.0,-2.08
3067,02/28/2025 15:38:26,83.754,29.405,12.71,0.0,-2.17
3068,02/28/2025 15:39:26,83.58,29.459,12.68,0.0,-2.16
3069,02/28/2025 15:40:26,83.992,29.476,12.67,0.0,-2.16
3070,02/28/2025 15:41:26,83.68,29.51,12.7,0.0,-2.1
3071,02/28/2025 15:42:26,84.001,29.482,12.65,0.0,-2.17
3072,02/28/2025 15:43:26,83.763,29.471,12.68,0.0,-2.15
3073,02/28/2025 15:44:26,84.001,29.537,12.67,0.0,-2.11
3074,02/28/2025 15:45:26,84.303,29.562,12.73,0.0,-2.02
3075,02/28/2025 15:46:26,84.578,29.592,12.9,0.0,-1.83
3076,02/28/2025 15:47:26,84.404,29.668,12.86,0.0,-1.8
3077,02/28/2025 15:48:26,84.44,29.765,12.88,0.0,-1.71
3078,02/28/2025 15:49:26,84.678,29.86,12.57,0.0,-1.96
3079,02/28/2025 15:50:26,84.706,29.918,12.59,0.0,-1.9
3080,02/28/2025 15:51:26,84.514,29.933,12.59,0.0,-1.88
3081,02/28/2025 15:52:26,84.413,29.946,12.58,0.0,-1.89
3082,02/28/2025 15:53:26,84.385,29.959,12.56,0.0,-1.9
3083,02/28/2025 15:54:26,84.138,29.959,12.52,0.0,-1.95
3084,02/28/2025 15:55:26,82.152,29.946,12.48,0.0,-1.99
3085,02/28/2025 15:56:26,81.959,29.974,12.52,0.0,-1.93
3086,02/28/2025 15:57:26,81.877,29.988,12.47,0.0,-1.98
3087,02/28/2025 15:58:26,81.959,29.996,12.47,0.0,-1.97
3088,02/28/2025 15:59:26,82.38,30.001,12.45,0.0,-1.98
3089,02/28/2025 16:00:26,82.307,30.003,12.46,0.0,-1.98
3090,02/28/2025 16:01:26,82.6,29.981,12.47,0.0,-1.98
3091,02/28/2025 16:02:26,82.28,30.007,12.46,0.0,-1.98
3092,02/28/2025 16:03:26,82.271,30.015,12.52,0.0,-1.9
3093,02/28/2025 16:04:26,82.106,30.021,12.47,0.0,-1.94
3094,02/28/2025 16:05:26,82.206,29.984,12.5,0.0,-1.94
3095,02/28/2025 16:06:26,85.457,29.984,12.47,0.0,-1.97
3096,02/28/2025 16:07:26,85.713,29.996,12.44,0.0,-2.0
3097,02/28/2025 16:08:26,85.814,29.995,12.44,0.0,-2.0
3098,02/28/2025 16:09:26,88.716,30.086,12.44,0.0,-1.93
3099,02/28/2025 16:10:26,88.386,30.105,12.47,0.0,-1.88
3100,02/28/2025 16:11:26,85.667,30.125,12.47,0.0,-1.86
3101,02/28/2025 16:12:26,82.545,30.076,12.64,0.0,-1.72
3102,02/28/2025 16:13:26,87.361,30.179,12.67,0.0,-1.61
3103,02/28/2025 16:14:26,87.617,30.276,12.59,0.0,-1.62
3104,02/28/2025 16:15:26,87.361,30.383,12.43,0.0,-1.71
3105,02/28/2025 16:16:26,87.269,30.358,12.33,0.0,-1.84
3106,02/28/2025 16:17:26,87.013,30.382,12.32,0.0,-1.84
3107,02/28/2025 16:18:26,86.702,30.398,12.3,0.0,-1.84
3108,02/28/2025 16:19:26,86.574,30.38,12.34,0.0,-1.82
3109,02/28/2025 16:20:26,86.702,30.388,12.35,0.0,-1.79
3110,02/28/2025 16:21:26,86.363,30.369,12.29,0.0,-1.88
3111,02/28/2025 16:22:26,86.18,30.335,12.4,0.0,-1.78
3112,02/28/2025 16:23:26,86.656,30.335,12.37,0.0,-1.82
3113,02/28/2025 16:24:26,86.464,30.338,12.37,0.0,-1.81
3114,02/28/2025 16:25:26,88.276,30.335,12.37,0.0,-1.82
3115,02/28/2025 16:26:26,88.569,30.336,12.36,0.0,-1.83
3116,02/28/2025 16:27:26,88.331,30.328,12.32,0.0,-1.87
3117,02/28/2025 16:28:26,89.036,30.353,12.29,0.0,-1.89
3118,02/28/2025 16:29:26,88.862,30.371,12.32,0.0,-1.84
3119,02/28/2025 16:30:26,86.647,30.428,12.32,0.0,-1.8
3120,02/28/2025 16:31:26,85.548,30.357,12.27,0.0,-1.91
3121,02/28/2025 16:32:26,85.805,30.317,12.29,0.0,-1.92
3122,02/28/2025 16:33:26,87.16,30.297,12.29,0.0,-1.94
3123,02/28/2025 16:34:26,89.961,30.379,12.34,0.0,-1.82
3124,02/28/2025 16:35:26,90.318,30.379,12.34,0.0,-1.82
3125,02/28/2025 16:36:26,90.73,30.399,12.37,0.0,-1.77
3126,02/28/2025 16:37:26,86.885,30.39,12.31,0.0,-1.84
3127,02/28/2025 16:38:26,86.802,30.401,12.4,0.0,-1.73
3128,02/28/2025 16:39:26,86.583,30.428,12.48,0.0,-1.62
3129,02/28/2025 16:40:26,86.363,30.525,12.26,0.0,-1.79
3130,02/28/2025 16:41:26,86.564,30.53,12.17,0.0,-1.88
3131,02/28/2025 16:42:26,84.504,30.546,12.19,0.0,-1.85
3132,02/28/2025 16:43:26,84.138,30.511,12.23,0.0,-1.84
3133,02/28/2025 16:44:26,87.599,30.559,12.24,0.0,-1.78
3134,02/28/2025 16:45:26,87.507,30.574,12.26,0.0,-1.75
3135,02/28/2025 16:46:26,87.526,30.606,12.26,0.0,-1.73
3136,02/28/2025 16:47:26,87.736,30.608,12.28,0.0,-1.71
3137,02/28/2025 16:48:26,87.919,30.592,12.25,0.0,-1.75
3138,02/28/2025 16:49:26,88.176,30.608,12.21,0.0,-1.78
3139,02/28/2025 16:50:26,88.35,30.598,12.25,0.0,-1.75
3140,02/28/2025 16:51:26,88.157,30.563,12.21,0.0,-1.81
3141,02/28/2025 16:52:26,85.301,30.595,12.19,0.0,-1.81
3142,02/28/2025 16:53:26,85.045,30.54,12.18,0.0,-1.87
3143,02/28/2025 16:54:26,85.118,30.488,12.19,0.0,-1.89
3144,02/28/2025 16:55:26,83.946,30.459,12.21,0.0,-1.89
3145,02/28/2025 16:56:26,83.909,30.383,12.23,0.0,-1.93
3146,02/28/2025 16:57:26,83.937,30.372,12.16,0.0,-2.02
3147,02/28/2025 16:58:26,83.992,30.36,12.22,0.0,-1.96
3148,02/28/2025 16:59:26,84.404,30.325,12.21,0.0,-2.0
3149,02/28/2025 17:00:26,84.184,30.297,12.13,0.0,-2.11
3150,02/28/2025 17:01:26,84.605,30.267,12.19,0.0,-2.07
3151,02/28/2025 17:02:26,84.239,30.264,12.27,0.0,-1.98
3152,02/28/2025 17:03:26,84.358,30.204,12.36,0.0,-1.93
3153,02/28/2025 17:04:26,84.349,30.283,12.37,0.0,-1.86
3154,02/28/2025 17:05:26,78.416,30.218,12.26,0.0,-2.03
